Timestamp,EpochUTC,Int32,Int16,Integer,Number,NodeId,ImagePNG,HeaterStatus,Guid,Float,Double
2026-01-06 22:24:05,1767718445,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:25:05,1767718505,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:26:05,1767718565,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:27:05,1767718625,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:28:05,1767718685,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:29:05,1767718745,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:30:05,1767718805,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:31:05,1767718865,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:32:05,1767718925,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:33:05,1767718985,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:34:05,1767719045,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:35:05,1767719105,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:36:05,1767719165,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:37:05,1767719225,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:38:05,1767719285,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:39:05,1767719345,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:40:05,1767719405,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:41:05,1767719465,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:42:05,1767719525,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:43:05,1767719585,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:44:05,1767719645,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:45:05,1767719705,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:46:06,1767719766,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:47:06,1767719826,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:48:06,1767719886,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:49:06,1767719946,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:50:06,1767720006,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:51:06,1767720066,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:52:06,1767720126,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:53:06,1767720186,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:54:06,1767720246,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:55:06,1767720306,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:56:06,1767720366,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:57:06,1767720426,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:58:06,1767720486,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
