Timestamp,EpochUTC,Int32,Int16,Integer,Number,NodeId,ImagePNG,HeaterStatus,Guid,Float,Double
2026-01-06 22:11:05,1767717665,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:12:05,1767717725,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:13:05,1767717785,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:14:05,1767717845,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:15:05,1767717905,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:16:05,1767717965,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:17:05,1767718025,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:18:05,1767718085,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:19:05,1767718145,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:20:05,1767718205,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:21:05,1767718265,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:22:05,1767718325,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
2026-01-06 22:23:05,1767718385,0,0,0,0,TwoByteNodeId(i=0),,0,9b42c65b-994c-438f-8ac0-001540293389,0.0,0.0
