Timestamp,EpochUTC,Int32,Int16,Integer,Number,NodeId,ImagePNG,HeaterStatus,Guid,Float,Double
2026-01-06 19:45:51,1767708951,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:46:51,1767709011,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:47:51,1767709071,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:48:51,1767709131,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:49:51,1767709191,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:50:51,1767709251,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:51:51,1767709311,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:52:51,1767709371,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:53:51,1767709431,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:54:51,1767709491,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:55:51,1767709551,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:56:51,1767709611,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:57:51,1767709671,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:58:51,1767709731,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
2026-01-06 19:59:52,1767709792,0,0,0,0,TwoByteNodeId(i=0),,0,c65ceeef-a798-469c-8a73-7d66741e5357,0.0,0.0
